Age
25
30
30
32
28
26
26
27
23
29
26
26
27
28
29
24
25
26
24
31
28
28
25
23
24
31
24
25
25
25
26
31
23
30
29
29
26
28
28
27
24
28
26
21
28
26
25
29
30
31
26
27
22
30
21
29
25
24
18
30
24
28
31
20
23
25
28
25
21
32
30
29
30
30
27
29
23
33
28
28
25
23
23
27
29
21
32
25
22
24
25
30
31
21
26
25
22
25
27
22
26
25
28
28
25
24
29
23
20
28
29
29
21
23
26
22
23
21
29
23
22
23
33
30
23
23
22
23
32
30
25
25
30
30
22
18
31
31
23
25
24
24
24
25
25
25
25
25
24
24
35
27
28
26
26
25
27
31
26
23
29
28
22
25
21
26
27
32
25
28
28
29
29
27
26
31
28
28
24
30
29
30
29
23
22
30
30
27
27
30
30
24
26
20
23
22
24
27
26
26
26
22
22
23
24
23
31
27
22
24
20
30
27
27
27
26
28
27
27
24
21
24
24
34
26
28
28
28
26
24
25
32
29
26
26
29
29
26
25
25
26
19
21
30
23
29
29
29
27
30
21
31
31
28
28
28
27
26
30
21
24
22
26
26
26
27
30
30
30
30
23
22
27
27
23
24
23
29
29
32
28
28
31
27
22
22
23
23
32
25
22
23
24
23
24
24
30
30
24
22
24
24
24
22
33
26
25
28
27
27
24
26
25
25
21
22
21
28
28
27
27
28
24
26
26
26
27
27
29
28
29
26
20
21
21
23
23
29
31
31
32
27
27
27
26
28
28
29
24
21
26
27
26
26
27
27
26
24
22
21
23
31
29
29
29
27
30
26
27
27
30
30
23
24
27
27
24
23
23
22
24
23
33
30
24
24
27
27
23
23
25
23
23
25
25
19
18
20
18
28
31
24
26
27
26
27
25
23
22
24
25
24
25
25
25
33
33
31
24
22
27
26
26
26
26
26
25
26
26
21
21
31
29
31
28
29
28
26
26
25
28
22
22
23
22
26
26
22
22
22
32
32
27
27
28
29
27
29
30
30
28
22
23
24
26
27
21
23
21
21
23
22
22
23
22
21
23
22
21
30
30
30
28
28
32
24
27
27
24
30
30
30
22
24
21
25
23
27
27
20
22
24
24
24
22
22
23
22
24
23
20
24
24
24
24
21
20
21
20
20
34
31
31
31
32
32
30
27
28
27
28
30
30
25
25
23
24
24
25
25
25
26
25
25
24
24
24
23
24
23
24
25
25
23
24
25
25
24
21
21
22
21
30
31
31
31
27
26
26
25
24
27
25
24
28
28
27
27
27
28
25
24
26
24
22
25
26
26
26
24
25
24
26
26
21
20
23
21
34
32
32
32
32
32
31
23
27
26
26
27
28
25
28
29
29
28
29
26
25
25
23
22
25
26
26
25
26
25
25
25
25
26
23
25
26
22
24
23
22
21
21
20
23
22
21
31
29
28
28
27
32
32
27
30
26
26
30
29
29
22
20
22
27
24
24
23
26
26
23
20
24
24
21
23
24
22
23
24
22
23
23
19
20
23
22
23
19
21
19
20
19
21
20
20
30
29
29
29
32
29
30
28
30
31
31
31
25
23
23
25
23
25
25
23
18
24
24
25
22
24
25
24
20
23
24
24
24
25
25
24
22
20
21
21
23
20
20
21
20
17
19
20
36
31
33
29
30
32
28
26
26
31
31
31
21
26
27
26
24
25
25
27
27
26
27
21
26
26
26
26
26
26
26
26
25
26
26
25
25
26
22
23
21
22
20
22
22
21
23
22
20
22
20
20
20
20
35
33
33
34
33
30
30
30
27
27
28
28
28
28
28
26
27
25
28
27
28
28
25
28
28
27
28
27
28
27
28
27
26
23
26
25
26
24
27
26
26
25
26
21
25
23
23
23
21
22
27
26
24
24
23
22
23
23
21
23
24
22
24
21
24
24
23
24
24
23
23
24
23
24
22
18
22
21
21
20
35
32
32
27
31
31
31
31
28
28
28
28
28
29
29
28
29
28
29
29
32
27
22
29
29
27
29
27
29
29
27
22
29
29
29
27
30
27
30
30
30
29
27
26
27
25
24
23
24
25
24
25
24
24
25
27
23
27
24
27
25
25
24
22
24
23
27
24
27
25
21
24
24
23
25
24
23
25
24
21
25
24
23
24
25
20
20
21
21
20
22
23
21
22
21
21
21
21
21
30
31
30
31
29
29
32
30
30
30
30
30
25
26
31
31
28
31
28
30
26
27
27
27
27
23
25
23
24
27
26
23
27
25
26
26
26
26
20
25
26
26
26
25
26
25
25
20
25
26
25
24
25
26
22
23
23
23
21
22
23
24
23
21
24
22
22
23
21
19
20
21
18
34
33
34
33
33
30
28
30
30
25
29
31
31
31
31
31
31
29
25
26
28
28
28
26
27
26
25
23
26
28
26
22
28
26
28
28
26
29
26
28
29
26
27
26
25
25
26
28
28
26
26
25
23
27
24
24
27
27
26
26
27
26
26
27
27
24
26
26
27
22
24
25
23
26
23
26
23
25
23
23
23
22
23
24
24
24
24
23
23
21
23
23
22
22
24
19
21
22
25
24
24
25
20
20
19
20
33
32
32
29
31
26
28
26
27
27
32
28
26
27
26
29
29
29
27
26
27
30
29
30
27
25
27
27
29
29
30
30
27
27
27
29
29
29
30
22
26
23
24
23
25
26
25
25
27
25
22
26
27
24
25
24
24
24
23
24
25
24
22
25
25
22
23
22
22
25
25
24
26
25
26
24
25
25
24
25
21
25
25
25
24
22
25
24
24
22
19
22
20
21
19
22
19
23
20
20
20
20
20
22
32
34
30
31
31
30
33
29
29
29
29
32
29
28
28
29
28
25
25
31
31
29
25
25
31
28
30
27
31
28
28
26
28
27
24
27
27
27
28
27
27
28
25
27
28
25
27
27
27
27
27
24
27
22
26
26
26
27
25
26
26
26
26
23
27
26
25
26
26
22
27
26
25
25
25
21
26
22
23
22
26
27
27
24
26
23
23
26
25
25
25
26
23
21
23
22
22
20
21
22
23
21
23
24
21
21
21
23
21
23
21
23
18
33
33
31
31
33
31
30
30
30
30
30
30
30
27
31
26
31
27
27
30
30
30
29
25
27
30
28
29
26
28
28
28
29
30
29
28
26
28
27
29
29
30
29
27
29
29
27
27
30
27
27
29
30
29
24
26
24
30
27
23
23
23
24
24
21
24
22
26
25
23
27
20
25
24
27
23
22
21
23
25
21
24
25
27
22
27
25
25
25
25
21
24
23
24
24
23
22
24
24
24
23
23
23
24
22
25
24
25
25
24
21
23
23
24
23
24
24
24
21
22
24
24
23
23
19
33
33
32
32
31
31
31
27
28
32
28
29
29
29
28
28
29
28
29
29
29
28
28
32
28
28
31
28
27
28
30
27
25
25
31
27
31
31
31
27
31
25
28
28
28
31
25
24
25
22
25
27
28
26
28
27
25
25
25
26
26
24
27
25
28
26
26
27
25
26
25
25
25
25
25
28
25
28
26
26
27
26
23
26
23
26
26
24
27
25
25
26
25
26
25
26
25
23
25
22
22
25
26
25
24
25
25
19
26
25
21
20
25
25
20
25
23
26
22
25
24
24
26
25
23
26
22
20
22
25
25
24
24
25
23
21
22
20
21
20
19
22
19
18
21
19
20
20
20
20
34
36
35
34
33
33
31
30
33
31
31
29
29
29
30
30
29
30
29
29
29
32
32
29
30
26
27
